time,open,high,low,close,volume
2018-09-11T18:00:00,0.029422,0.029433,0.026882,0.028918,400898.733
2018-09-12T18:00:00,0.028904,0.032989,0.028887,0.032504,406418.787
2018-09-13T18:00:00,0.032504,0.034089,0.03151,0.0322,344382.592
2018-09-14T18:00:00,0.032243,0.034721,0.032105,0.034056,217478.043
2018-09-15T18:00:00,0.034013,0.034321,0.032565,0.033862,215014.548
2018-09-16T18:00:00,0.033861,0.034432,0.030946,0.031384,284983.138
2018-09-17T18:00:00,0.031384,0.033638,0.031119,0.032894,247061.004
2018-09-18T18:00:00,0.032894,0.033746,0.032241,0.032816,217203.21
2018-09-19T18:00:00,0.032816,0.034836,0.03236,0.034522,235455.02
2018-09-20T18:00:00,0.034549,0.0372,0.033402,0.036658,409984.208
2018-09-21T18:00:00,0.036657,0.037512,0.035123,0.035849,222334.661
2018-09-22T18:00:00,0.035849,0.036816,0.0354,0.036461,176995.878
2018-09-23T18:00:00,0.036442,0.036597,0.034302,0.034631,190414.077
2018-09-24T18:00:00,0.034631,0.03467,0.031994,0.034064,297526.658
2018-09-25T18:00:00,0.034065,0.034143,0.032479,0.033154,234835.34
2018-09-26T18:00:00,0.033154,0.03473,0.032644,0.034253,214927.273
2018-09-27T18:00:00,0.034241,0.034573,0.032815,0.033445,230903.126
2018-09-28T18:00:00,0.03344,0.035991,0.032923,0.035077,245968.895
2018-09-29T18:00:00,0.035106,0.0359,0.0346,0.035178,184624.784
2018-09-30T18:00:00,0.035175,0.03538,0.03449,0.035023,166101.347
2018-10-01T18:00:00,0.035012,0.035102,0.03425,0.034556,167738.176
2018-10-02T18:00:00,0.034556,0.034631,0.033532,0.033901,172215.524
2018-10-03T18:00:00,0.033901,0.034304,0.03357,0.033777,161036.799
2018-10-04T18:00:00,0.033774,0.034785,0.03346,0.034409,184892.636
2018-10-05T18:00:00,0.034399,0.0345,0.033995,0.034144,138183.973
2018-10-06T18:00:00,0.034144,0.034321,0.033889,0.034228,122929.65
2018-10-07T18:00:00,0.034223,0.03465,0.034003,0.034468,173388.82
2018-10-08T18:00:00,0.034481,0.034637,0.034218,0.034317,162576.744
2018-10-09T18:00:00,0.034319,0.034414,0.034073,0.034185,204182.053
2018-10-10T18:00:00,0.034185,0.034285,0.03048,0.030633,381280.37
2018-10-11T18:00:00,0.030633,0.031748,0.030606,0.031288,241722.363
2018-10-12T18:00:00,0.031299,0.032028,0.031251,0.031807,150620.776
2018-10-13T18:00:00,0.031807,0.032007,0.03086,0.031059,158085.302
2018-10-14T18:00:00,0.031053,0.033435,0.0308,0.031732,436303.837
2018-10-15T18:00:00,0.031757,0.032094,0.03136,0.031838,232077.15
2018-10-16T18:00:00,0.031838,0.032018,0.0314,0.0316,221946.119
2018-10-17T18:00:00,0.0316,0.031749,0.030924,0.031163,216793.623
2018-10-18T18:00:00,0.031163,0.031484,0.031039,0.031383,95286.064
2018-10-19T18:00:00,0.031387,0.03181,0.031285,0.03157,95097.179
2018-10-20T18:00:00,0.031578,0.03186,0.0314,0.031494,83821.507
2018-10-21T18:00:00,0.031487,0.031603,0.03127,0.031413,114465.28
2018-10-22T18:00:00,0.031413,0.031558,0.031063,0.031418,148898.879
2018-10-23T18:00:00,0.031418,0.031473,0.03115,0.031273,131064.636
2018-10-24T18:00:00,0.031274,0.031329,0.031041,0.031223,104742.39
2018-10-25T18:00:00,0.031216,0.031696,0.031118,0.031346,109273.704
2018-10-26T18:00:00,0.031346,0.031489,0.031298,0.031427,98752.745
2018-10-27T18:00:00,0.031423,0.031982,0.03135,0.031616,103299.688
2018-10-28T18:00:00,0.031616,0.031805,0.030834,0.03104,152062.91
2018-10-29T18:00:00,0.031041,0.03124,0.030922,0.031164,119787.712
2018-10-30T18:00:00,0.031165,0.031344,0.03085,0.03119,132035.656
2018-10-31T18:00:00,0.03119,0.03129,0.0311,0.031184,115155.445
